,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
243,Whitefield,12.9064601,77.663395,Kasavanahalli Lakeside Trail,12.906288,77.66781,Trail
244,Whitefield,12.9064601,77.663395,Kentucky Chicken Dosa,12.902165336161765,77.66475005382745,Food Truck
245,Whitefield,12.8974283,77.5573828,ISRO Layout,12.898286264860383,77.55931390582492,Neighborhood
246,Whitefield,12.8974283,77.5573828,Vasavi Chats,12.899244,77.55736,Chaat Place
247,Whitefield,12.8974283,77.5573828,Sri Manjunatha Bakery and Sweets,12.899487798195402,77.56073007127401,Bakery
248,Whitefield,12.8974283,77.5573828,Star Bazzar,12.899702480017405,77.56068379894327,Market
249,Whitefield,12.8974283,77.5573828,Panchvati comforts,12.89345414592036,77.55837351741407,Boarding House
250,Whitefield,12.8974283,77.5573828,Greens Veg,12.901832800171857,77.55798032958768,Fast Food Restaurant
251,Lakshminarayana Pura,12.995105300000002,77.6979517,Phoenix Marketcity,12.997057905775089,77.69640353351429,Shopping Mall
252,Lakshminarayana Pura,12.995105300000002,77.6979517,BelgYum,12.997361986513575,77.69674382065826,Creperie
253,Lakshminarayana Pura,12.995105300000002,77.6979517,Toscano,12.995941913361872,77.69579541534833,Italian Restaurant
254,Lakshminarayana Pura,12.995105300000002,77.6979517,Whitefield Social,12.997342644958144,77.69628846905438,Lounge
255,Lakshminarayana Pura,12.995105300000002,77.6979517,VR Bengaluru,12.99609462496371,77.69539314772638,Shopping Mall
256,Lakshminarayana Pura,12.995105300000002,77.6979517,PVR IMAX VR Bangalore,12.996194303689908,77.69536252762013,Movie Theater
257,Lakshminarayana Pura,12.995105300000002,77.6979517,Zara,12.996190438555647,77.69628612859735,Clothing Store
258,Lakshminarayana Pura,12.995105300000002,77.6979517,Hamleys,12.997499160896615,77.69665464915404,Toy / Game Store
259,Lakshminarayana Pura,12.995105300000002,77.6979517,Decathlon,12.994829948194463,77.70100963135611,Sporting Goods Shop
260,Lakshminarayana Pura,12.995105300000002,77.6979517,Decathlon Sports India (DSI) HQ,12.994772326527803,77.70106608600994,Office
261,Lakshminarayana Pura,12.995105300000002,77.6979517,PVR Market City,12.997530930236348,77.69581332671787,Multiplex
262,Lakshminarayana Pura,12.995105300000002,77.6979517,The Irish House,12.996162369127479,77.69503542489836,Bar
263,Lakshminarayana Pura,12.995105300000002,77.6979517,Mad Over Donuts,12.997412806563757,77.69669743349078,Donut Shop
264,Lakshminarayana Pura,12.995105300000002,77.6979517,Krispy Kreme Doughnuts,12.997658202404063,77.69666483442755,Donut Shop
265,Lakshminarayana Pura,12.995105300000002,77.6979517,Starbucks,12.995783380106202,77.69626737133763,Coffee Shop
266,Lakshminarayana Pura,12.995105300000002,77.6979517,Zara Men,12.99699947368094,77.69671225086135,Men's Store
267,Lakshminarayana Pura,12.995105300000002,77.6979517,PVR bluO,12.997666385406125,77.69647710927578,Bowling Alley
268,Lakshminarayana Pura,12.995105300000002,77.6979517,Cafe Noir,12.997059253478586,77.69599032859159,French Restaurant
269,Lakshminarayana Pura,12.995105300000002,77.6979517,The Whitefield Arms Café,12.99653898466793,77.69592931626674,Lounge
270,Lakshminarayana Pura,12.995105300000002,77.6979517,Starbucks,12.996121967316679,77.69537688400081,Coffee Shop
271,Lakshminarayana Pura,12.995105300000002,77.6979517,Lifestyle,12.995831,77.696292,Clothing Store
272,Lakshminarayana Pura,12.995105300000002,77.6979517,Shizusan Shophouse & Bar,12.997695608812341,77.69643160349597,Asian Restaurant
273,Lakshminarayana Pura,12.995105300000002,77.6979517,Kalmane Koffees,12.99746030988021,77.69665928067198,Café
274,Lakshminarayana Pura,12.995105300000002,77.6979517,Barley & Grapes Cafe,12.997597914360414,77.69660360816789,American Restaurant
275,Lakshminarayana Pura,12.995105300000002,77.6979517,Blu O,12.996910435233913,77.69620226786674,Bowling Alley
276,Lakshminarayana Pura,12.995105300000002,77.6979517,Dunkin',12.996037718658279,77.6964162929003,Donut Shop
277,Lakshminarayana Pura,12.995105300000002,77.6979517,CounterCulture,12.99737622619676,77.70116634636258,Performing Arts Venue
278,Lakshminarayana Pura,12.995105300000002,77.6979517,Plus91 - Cafe Bar,12.997453876161458,77.6962873180933,Fast Food Restaurant
279,Lakshminarayana Pura,12.995105300000002,77.6979517,Swensen's,12.99737343197501,77.69647062198275,Ice Cream Shop
280,Lakshminarayana Pura,12.995105300000002,77.6979517,Marks & Spencers,12.997594730776793,77.6966223234655,Clothing Store
281,Lakshminarayana Pura,12.995105300000002,77.6979517,Café Noir,12.997256318102112,77.69617477796604,French Restaurant
282,Lakshminarayana Pura,12.995105300000002,77.6979517,Harry's,12.997092806768142,77.6965734997533,Gastropub
283,Lakshminarayana Pura,12.995105300000002,77.6979517,Chili's Grill & Bar,12.997254649087745,77.69628980611215,Tex-Mex Restaurant
284,Lakshminarayana Pura,12.995105300000002,77.6979517,Sbarro,12.99758268544544,77.69660402765474,Italian Restaurant
285,Lakshminarayana Pura,12.995105300000002,77.6979517,PVR  PREMIER VR,12.996122304682844,77.69542358608469,Multiplex
286,Lakshminarayana Pura,12.995105300000002,77.6979517,Nasi and Mee,12.996285816143244,77.69520138856373,Noodle House
287,Lakshminarayana Pura,12.995105300000002,77.6979517,Costa Coffee,12.997484039043528,77.69657125460982,Coffee Shop
288,Lakshminarayana Pura,12.995105300000002,77.6979517,Gloria Jean's Coffee,12.997488994784968,77.69672136476062,Café
289,Lakshminarayana Pura,12.995105300000002,77.6979517,Rajdhani,12.997490351423464,77.69659744259907,Rajasthani Restaurant
290,Lakshminarayana Pura,12.995105300000002,77.6979517,Burger King,12.99696559810539,77.69665173326374,Fast Food Restaurant
291,Lakshminarayana Pura,12.995105300000002,77.6979517,Manchester United Showroom,12.996981506653725,77.69672779407146,Sporting Goods Shop
292,Lakshminarayana Pura,12.995105300000002,77.6979517,Wow! Momo,12.997440846637224,77.69668142522788,Dim Sum Restaurant
293,Lakshminarayana Pura,12.995105300000002,77.6979517,Noodle Bar,12.997432265125662,77.69649056213687,Asian Restaurant
294,Lakshminarayana Pura,12.995105300000002,77.6979517,Cafe Coffee Day,12.996580666886507,77.69658668729585,Café
295,Lakshminarayana Pura,12.995105300000002,77.6979517,Hanoi,12.995700582144725,77.69624738229824,Vietnamese Restaurant
296,Lakshminarayana Pura,12.995105300000002,77.6979517,KFC,12.997168200997613,77.69623316390108,Fast Food Restaurant
297,Lakshminarayana Pura,12.995105300000002,77.6979517,Madurai Idly Shop,12.994293515370007,77.7002144672378,Breakfast Spot
298,Lakshminarayana Pura,12.995105300000002,77.6979517,Café Noir,12.99612615793144,77.69525986335425,French Restaurant
299,Lakshminarayana Pura,12.995105300000002,77.6979517,Udipi Park,12.994512912962596,77.6992469310038,Fast Food Restaurant
300,Lakshminarayana Pura,12.995105300000002,77.6979517,Foodcourt @ Phoenix Marketcity,12.997594018064321,77.69661723273443,Food Court
301,Yelahanka,12.9781922,77.72464509999998,Cold Stone Creamery,12.976622,77.726133,Ice Cream Shop
302,Yelahanka,12.9781922,77.72464509999998,The Egg Factory,12.97718423555726,77.72484142097025,Breakfast Spot
303,Yelahanka,12.9781922,77.72464509999998,M Cafe (Marriott),12.979191536434127,77.72824037594806,Restaurant
304,Yelahanka,12.9781922,77.72464509999998,Suryawanshi's,12.977170471311776,77.7249117483268,Maharashtrian Restaurant
305,Yelahanka,12.9781922,77.72464509999998,The Bungalow,12.976019534544296,77.72675135027384,Restaurant
306,Yelahanka,12.9781922,77.72464509999998,Mad Over Donuts,12.979742689192133,77.72822632602916,Donut Shop
307,Yelahanka,12.9781922,77.72464509999998,Alto Vino,12.979537518670384,77.72797646055479,Italian Restaurant
308,Yelahanka,12.9781922,77.72464509999998,Cafe Coffee Day,12.979572431322099,77.72820452856446,Café
309,Yelahanka,12.9781922,77.72464509999998,Barista,12.98035122917186,77.72725996483693,Coffee Shop
310,Yelahanka,12.9781922,77.72464509999998,Inorbit Mall,12.979583982342243,77.7284783476421,Shopping Mall
311,Yelahanka,12.9781922,77.72464509999998,Pizza Hut,12.979380567700831,77.72880729101051,Pizza Place
312,Yelahanka,12.9781922,77.72464509999998,Bloomsbury's : Boutique Cafe And Artisan Bakery,12.97698,77.72542,Italian Restaurant
313,Yelahanka,12.9781922,77.72464509999998,McDonald's,12.979155513573748,77.72888345635089,Fast Food Restaurant
314,Yelahanka,12.9781922,77.72464509999998,Ji Hazoor,12.976075825643552,77.72677793208311,Indian Restaurant
315,Yelahanka,12.9781922,77.72464509999998,Tiffin Box etc,12.979244427924744,77.7288528635178,Indian Restaurant
316,Yelahanka,12.9781922,77.72464509999998,Food Court @ Inorbit Mall,12.979109498403316,77.72889187297991,Food Court
317,Yelahanka,12.9781922,77.72464509999998,Marriott Exec Lounge,12.979317268678958,77.72817513395611,Lounge
318,Yelahanka,12.9781922,77.72464509999998,Beijing Bites,12.979355969014314,77.72882536522708,Chinese Restaurant
319,Yelahanka,12.9781922,77.72464509999998,Happy Singh,12.979890583112164,77.72726718410617,Restaurant
320,Ramakrishnappa Layout,12.3051828,76.6553609,Mysore Palace,12.304562010934644,76.65556072049985,Palace
321,Ramakrishnappa Layout,12.3051828,76.6553609,Jagan Mohana Palace,12.305030765245505,76.65332165797564,Art Museum
322,Ramakrishnappa Layout,12.3051828,76.6553609,Jewel Rock,12.308583686313632,76.6574777837186,Chinese Restaurant
323,Ramakrishnappa Layout,12.3051828,76.6553609,RRR Hotel,12.30853074374345,76.65836848759464,Andhra Restaurant
324,Ramakrishnappa Layout,12.3051828,76.6553609,Dodda Gadiyaara (Big Clock),12.30909414780171,76.65602883185623,Historic Site
325,Ramakrishnappa Layout,12.3051828,76.6553609,Cafe Aramane,12.305816668557338,76.65211299899121,Indian Restaurant
326,Ramakrishnappa Layout,12.3051828,76.6553609,Garuda Mall,12.308635277019347,76.6536653745267,Shopping Mall
327,Varthur,12.88159525,77.60759947606418,Ingu Tengu,12.88326792286104,77.6075135133043,South Indian Restaurant
328,Varthur,12.88159525,77.60759947606418,Simply Indian,12.879522855385888,77.60974757680994,Indian Restaurant
329,Varthur,12.88159525,77.60759947606418,Seed Cafe & Momo Adda,12.883400199530042,77.60548967853308,Dumpling Restaurant
330,Varthur,12.88159525,77.60759947606418,Amma's Pastries,12.879938,77.60983,Bakery
331,Varthur,12.88159525,77.60759947606418,Krishna Kuteer,12.878848,77.60997,South Indian Restaurant
332,Varthur,12.88159525,77.60759947606418,Hulimavu Lake,12.880224148487953,77.60375514036774,Lake
333,Begur Road,21.2435389,73.1079204,HDFC Bank,21.243106,73.106028,ATM
334,Hegde Nagar,12.9985767,77.76097159999998,Kadugodi BBMP Park,12.997758871602223,77.76061105002826,Park
335,Hegde Nagar,12.9985767,77.76097159999998,Whitefield Railway Station,12.99653363074443,77.76148269315856,Train Station
336,Hegde Nagar,12.9985767,77.76097159999998,L.J.Iyangar Bakery,12.99679946899414,77.76252746582031,Bakery
337,Hegde Nagar,12.9985767,77.76097159999998,Whitefield Railway Colony Ground,12.99630029045061,77.76166707832583,Playground
338,Hegde Nagar,12.9985767,77.76097159999998,White Field railway station,12.996363342784337,77.75987908799556,Platform
339,Hegde Nagar,12.9985767,77.76097159999998,BMTC Bus Station - KADUGODI,12.995591084297036,77.7583872114651,Bus Station
340,Hegde Nagar,12.9985767,77.76097159999998,Alankar Bakery,12.997686556981789,77.76536589163905,Bakery
341,Hegde Nagar,12.9985767,77.76097159999998,Sri Sai Krishna Kerala Hotel,12.998214721679688,77.75640869140625,Indian Restaurant
342,Cholanayakanahalli,12.9117472,77.59184920000001,Spice Up,12.909331511894216,77.59326355528685,Diner
343,Cholanayakanahalli,12.9117472,77.59184920000001,Khaana Khazana,12.910674810990548,77.59320014944183,Indian Restaurant
344,Cholanayakanahalli,12.9117472,77.59184920000001,Kai Ruchi,12.910224553158669,77.59239090568211,Fast Food Restaurant
345,Cholanayakanahalli,12.9117472,77.59184920000001,Cafe Coffee Day,12.911294,77.589759,Café
346,Cholanayakanahalli,12.9117472,77.59184920000001,Just Bake,12.910120546172216,77.59193718995655,Bakery
347,Cholanayakanahalli,12.9117472,77.59184920000001,Nilgiri's,12.910305914597345,77.59188123080901,Department Store
348,Cholanayakanahalli,12.9117472,77.59184920000001,Mr. Meetharam,12.910301595128082,77.59060535472271,Snack Place
349,Cholanayakanahalli,12.9117472,77.59184920000001,Kamat Swaad,12.913698605451273,77.59508204947852,South Indian Restaurant
350,Cholanayakanahalli,12.9117472,77.59184920000001,Waikiki,12.91486181,77.59495496749878,Juice Bar
351,Kodanda Reddy Layout,14.077156900000002,75.2124556,Anandapuram Railway Station,14.074748818563483,75.20964869349096,Platform
352,Dasanapura,12.8773486,77.6028031,Axis Bank ATM,12.87658,77.6042,ATM
353,Dasanapura,12.8773486,77.6028031,Sports Alley,12.876764,77.60522,Badminton Court
354,Dasanapura,12.8773486,77.6028031,Hulimavu Lake,12.880224148487953,77.60375514036774,Lake
355,Dasanapura,12.8773486,77.6028031,D Bell Pepperz,12.874252,77.60258,Restaurant
356,Dasanapura,12.8773486,77.6028031,Shoppers Stop,12.875724969099693,77.59925640740242,Department Store
357,Kasavanhalli,13.0119095,77.5438333,Nilgiris,13.010557033289647,77.5424864923033,Bakery
358,Kasavanhalli,13.0119095,77.5438333,Mahalaksmi Layout Park,13.0105671645428,77.5424640988738,Park
359,Kasavanhalli,13.0119095,77.5438333,Masala Puri Stall,13.010556490714427,77.5424640988738,Food Truck
360,Kasavanhalli,13.0119095,77.5438333,Bangarpet Chats,13.013477638871429,77.54627651664502,Snack Place
361,Kasavanhalli,13.0119095,77.5438333,Perfect Davengere Benne Dosa,13.008733,77.54327,Indian Restaurant
362,Kasavanhalli,13.0119095,77.5438333,Prasanna Veeranjaneya Temple,13.00881905990166,77.546808341552,Temple
363,Kasavanhalli,13.0119095,77.5438333,Sri Mahalakhsmi Refreshments,13.008109461493904,77.54606938416522,Asian Restaurant
364,Sanjay nagar,12.869978,77.65346009999998,Naganathapura,12.870265084793385,77.65414097515531,Tourist Information Center
365,Sanjay nagar,12.869978,77.65346009999998,Infosys - Lotus Food Court,12.868685787363635,77.65395081908983,Food Court
366,Sanjay nagar,12.869978,77.65346009999998,Safetech home services,12.870607660258964,77.65426129102707,Business Service
367,Sanjay nagar,12.869978,77.65346009999998,Reliance Fresh,12.870333663553797,77.65584677249394,Department Store
368,Sanjay nagar,12.869978,77.65346009999998,cake Walk,12.870751326436766,77.6510592885921,German Restaurant
369,Thanisandra,12.7782588,77.7712834,Hotel Sree Sagar,12.777921,77.769706,Indian Restaurant
370,Thanisandra,12.7782588,77.7712834,nandisri,12.781511,77.771451,South Indian Restaurant
371,Thanisandra,12.7782588,77.7712834,Shree Ranga Vilas,12.779921,77.768066,South Indian Restaurant
372,Chandapura,12.9876589,77.7377128,Barbeque Nation,12.987282810027928,77.73609334638515,BBQ Joint
373,Chandapura,12.9876589,77.7377128,Latitude,12.986768533159,77.73748013201245,Restaurant
374,Chandapura,12.9876589,77.7377128,Pizza Hut,12.98667128124964,77.73630285482848,Pizza Place
375,Chandapura,12.9876589,77.7377128,Vivanta by Taj - Whitefield,12.986786628609645,77.73744130068152,Hotel
376,Chandapura,12.9876589,77.7377128,Swensen's,12.98719469677437,77.736073717759,Ice Cream Shop
377,Chandapura,12.9876589,77.7377128,Terracota,12.987025535763012,77.73730540150711,Indian Restaurant
378,Chandapura,12.9876589,77.7377128,California Burrito,12.987025179894939,77.73661292770761,Mexican Restaurant
379,Chandapura,12.9876589,77.7377128,McDonald's,12.987173,77.7361,Fast Food Restaurant
380,Chandapura,12.9876589,77.7377128,Au Bon Pain,12.986083658482428,77.73561744816368,Café
381,Chandapura,12.9876589,77.7377128,Ameoba,12.987007578367031,77.73673776689228,Bowling Alley
382,Chandapura,12.9876589,77.7377128,Subway,12.986673359144984,77.73633079834117,Sandwich Place
383,Chandapura,12.9876589,77.7377128,Falafel Factory,12.987009546792322,77.73656552357022,Falafel Restaurant
384,Chandapura,12.9876589,77.7377128,Bakasur,12.986599030355348,77.73561065183029,BBQ Joint
385,Chandapura,12.9876589,77.7377128,Park Square Mall,12.98709214597595,77.7365296087611,Shopping Mall
386,Chandapura,12.9876589,77.7377128,KFC,12.987049921116014,77.7366118889436,Fast Food Restaurant
387,Chandapura,12.9876589,77.7377128,Mast Kalandar,12.987088918613315,77.73654875749888,Indian Restaurant
388,Chandapura,12.9876589,77.7377128,Cafe Oz,12.98691675194875,77.73651522534863,Australian Restaurant
389,Chandapura,12.9876589,77.7377128,Outback,12.98709089966359,77.73643591216658,American Restaurant
390,Chandapura,12.9876589,77.7377128,Cafe Coffee Day,12.98687762720815,77.73645602198182,Café
391,Chandapura,12.9876589,77.7377128,Reliance TimeOut,12.987028608120756,77.73657350737828,Bookstore
392,Chandapura,12.9876589,77.7377128,CHAI POINT,12.986009,77.736478,Tea Room
393,Chandapura,12.9876589,77.7377128,Hotel Nandhini,12.988682978428088,77.73372530163206,Indian Restaurant
394,Chandapura,12.9876589,77.7377128,Pioneer Canteen,12.983451287321104,77.73721346041589,Cafeteria
395,Chandapura,12.9876589,77.7377128,Au Bon Pain,12.98932371870713,77.73362246410147,Café
396,Kothanur,12.945245,77.6269144,Peppers,12.943494620692814,77.62840055069803,Indian Restaurant
397,Kothanur,12.945245,77.6269144,Fitness Cafe,12.943174546076301,77.62897592325405,Gym / Fitness Center
398,Kothanur,12.945245,77.6269144,Builders NGV Club,12.942139087576845,77.62565749024039,General Entertainment
399,Kothanur,12.945245,77.6269144,New Arafa Stores,12.943744711507025,77.62769515419768,Department Store
400,Kothanur,12.945245,77.6269144,Coco Bongo,12.944023654054762,77.62357950210571,Nightclub
401,Kothanur,12.945245,77.6269144,Hotel Gangotree,12.943125812032157,77.62792572023771,Indian Restaurant
402,Kothanur,12.945245,77.6269144,Rice Momo,12.943912204270008,77.63029624716837,Chinese Restaurant
403,Kothanur,12.945245,77.6269144,Star Bazaar,12.94598655430393,77.62314687674956,Department Store
404,Kothanur,12.945245,77.6269144,Mast Kalandar,12.946110245351933,77.62307974435754,Indian Restaurant
405,Shantiniketan Layout,12.9562319,77.60588800000002,Hercules Sports International,12.956688242473383,77.6057694402546,Sporting Goods Shop
406,Shantiniketan Layout,12.9562319,77.60588800000002,Chocolate Junction,12.959301,77.603565,Candy Store
407,Shantiniketan Layout,12.9562319,77.60588800000002,Claire's,12.956602587102171,77.61022315335964,Cosmetics Shop
408,Shantiniketan Layout,12.9562319,77.60588800000002,Confident Propus Hotel,12.955997806382184,77.60562320125247,Hotel
409,Rajaji Nagar,12.97516,77.77034029999999,Vs Tender Chricken,12.978051,77.77005,Kitchen Supply Store
410,Rajaji Nagar,12.97516,77.77034029999999,Ayyappa Bakery,12.978056,77.769806,Bakery
411,Devanahalli,12.93204235,77.58842733164356,Cool Joint,12.928587078677822,77.58600576221922,Sandwich Place
412,Devanahalli,12.93204235,77.58842733164356,Cosmo Club,12.933188804989294,77.58557445727713,Lounge
413,Devanahalli,12.93204235,77.58842733164356,"Subz,Cosmopolitan Club",12.93291219046311,77.58489731159852,Restaurant
414,Devanahalli,12.93204235,77.58842733164356,Tanishq Jayanagar,12.932665167594607,77.58611808894229,Jewelry Store
415,Devanahalli,12.93204235,77.58842733164356,Three Quarter Chinese,12.933028587908323,77.5852148381685,Chinese Restaurant
416,Devanahalli,12.93204235,77.58842733164356,Cane O La,12.928859733095232,77.58600936332793,Juice Bar
417,Devanahalli,12.93204235,77.58842733164356,Vasudev Adigas,12.930710544995497,77.58635878746956,Indian Restaurant
418,Devanahalli,12.93204235,77.58842733164356,Rooftop Cafe,12.92900313506335,77.58601475308517,Café
419,Devanahalli,12.93204235,77.58842733164356,Subz,12.932917771567514,77.58510547851132,Indian Restaurant
420,Devanahalli,12.93204235,77.58842733164356,Cakewala @ Jayanagar 4th Block,12.928969852923863,77.58602759341773,Bakery
421,Devanahalli,12.93204235,77.58842733164356,Nagarjuna,12.932892192361368,77.5840872366718,Andhra Restaurant
422,Devanahalli,12.93204235,77.58842733164356,Max,12.931563036310646,77.5860292658942,Women's Store
423,Devanahalli,12.93204235,77.58842733164356,Kanti Sweets,12.931030773686322,77.58606847879499,Candy Store
424,Devanahalli,12.93204235,77.58842733164356,Adigas,12.930707247393416,77.58639616714648,Indian Restaurant
425,Devanahalli,12.93204235,77.58842733164356,Punjabi Raswada,12.932222760165718,77.58617226455291,Indian Restaurant
426,Devanahalli,12.93204235,77.58842733164356,Kalmane Koffee,12.929708702746252,77.58497446003176,Café
427,Devanahalli,12.93204235,77.58842733164356,Uphara Darshini,12.93288585884969,77.58449677838107,Indian Restaurant
428,Devanahalli,12.93204235,77.58842733164356,Canton Restaurant & Bar,12.932423420150648,77.58386669926558,Chinese Restaurant
429,Devanahalli,12.93204235,77.58842733164356,Amoeba,12.933150752002978,77.58518482824731,Bowling Alley
430,Devanahalli,12.93204235,77.58842733164356,Jayanagar Swimming Pool,12.933169872296874,77.58720874786377,Gym Pool
431,Devanahalli,12.93204235,77.58842733164356,byrasandra park,12.933661233047063,77.58886499173822,Park
432,Devanahalli,12.93204235,77.58842733164356,Chungs,12.932899371884742,77.58474641964841,Chinese Restaurant
433,Devanahalli,12.93204235,77.58842733164356,Jimi's Beer Cafe,12.92878743902173,77.59133636395363,Pub
434,Devanahalli,12.93204235,77.58842733164356,Kittur Rani Chennamma Stadium,12.933919229180269,77.58619563693522,Stadium
435,Devanahalli,12.93204235,77.58842733164356,The Gowrav,12.93074391430447,77.58566379547119,Indian Restaurant
436,Devanahalli,12.93204235,77.58842733164356,Inox Jayanagar,12.928678456090095,77.59123542996909,Multiplex
437,Devanahalli,12.93204235,77.58842733164356,Sri Krishna Sweets,12.929751637524822,77.58602215467161,Indian Restaurant
438,Devanahalli,12.93204235,77.58842733164356,Airtel Relationship Center,12.932859108323175,77.58433768400918,Mobile Phone Shop
439,Devanahalli,12.93204235,77.58842733164356,Vriddhi fitness and spa,12.928815651506765,77.59118812248957,Gym
440,Devanahalli,12.93204235,77.58842733164356,Jimmi's,12.928798126077881,77.59136200852348,Pub
441,Byatarayanapura,12.9232,77.67325246972402,Happy Endings,12.92438642595249,77.67297007041428,Dessert Shop
442,Byatarayanapura,12.9232,77.67325246972402,Mango Tree,12.923492012236258,77.67126823856907,Indian Restaurant
443,Byatarayanapura,12.9232,77.67325246972402,Cafe Coffee Day,12.924097405612933,77.67054910951526,Café
444,Byatarayanapura,12.9232,77.67325246972402,Tipsy Bull,12.924112285598383,77.67171175725039,Bar
445,Byatarayanapura,12.9232,77.67325246972402,Daily Bread,12.926866070676164,77.67060502951522,Bakery
446,Byatarayanapura,12.9232,77.67325246972402,Domino's Pizza,12.920298964240228,77.67065535749128,Pizza Place
447,Byatarayanapura,12.9232,77.67325246972402,KFC,12.925979932657961,77.67534887183118,Fast Food Restaurant
448,Byatarayanapura,12.9232,77.67325246972402,Cafe Coffee Day,12.924009665951852,77.67059326171875,Café
449,Byatarayanapura,12.9232,77.67325246972402,Citrus,12.923377768968033,77.6717061943844,Lounge
450,Byatarayanapura,12.9232,77.67325246972402,Cafe Coffee Day Central 3,12.92610692804549,77.67575514166917,Café
451,Byatarayanapura,12.9232,77.67325246972402,Domino's Pizza,12.926044982508452,77.67610742080528,Pizza Place
452,Byatarayanapura,12.9232,77.67325246972402,McDonald's,12.925893055485707,77.67535617670988,Fast Food Restaurant
453,Byatarayanapura,12.9232,77.67325246972402,Bangalore Central,12.926005766187012,77.675301220687,Shopping Mall
454,Byatarayanapura,12.9232,77.67325246972402,Aangan,12.925264508609228,77.67411231994629,Indian Restaurant
455,Byatarayanapura,12.9232,77.67325246972402,Thalassery Restaurant,12.925844701985964,77.67590136682072,Kerala Restaurant
456,Byatarayanapura,12.9232,77.67325246972402,PVR,12.926327602774293,77.6753469438218,Multiplex
457,Byatarayanapura,12.9232,77.67325246972402,Glassy Lounge Bar,12.92434726717159,77.67177934305798,Lounge
458,Byatarayanapura,12.9232,77.67325246972402,Cafe Coffee Day,12.924795587860254,77.67426031618982,Coffee Shop
459,Byatarayanapura,12.9232,77.67325246972402,Mast Kalandar,12.925604246655766,77.67596592575643,Indian Restaurant
460,Byatarayanapura,12.9232,77.67325246972402,Pizza Hut,12.92599356270449,77.67536430329825,Pizza Place
461,Byatarayanapura,12.9232,77.67325246972402,Snap Fitness,12.923151871456358,77.6696599777385,Gym
462,Byatarayanapura,12.9232,77.67325246972402,"Food Court, Bangalore Central",12.925958415102063,77.6753469438218,Food Court
463,Byatarayanapura,12.9232,77.67325246972402,CCD,12.926041522224642,77.67530220972053,Café
464,Byatarayanapura,12.9232,77.67325246972402,Shitakke,12.925999702291426,77.67556502230921,Japanese Restaurant
465,Byatarayanapura,12.9232,77.67325246972402,Punjabi Tadka,12.926036986188642,77.67674903012201,Indian Restaurant
466,Byatarayanapura,12.9232,77.67325246972402,M K Ahmed,12.926097507760081,77.6698053708582,Market
467,Whitefield,12.9327668,77.63564699999998,Natural's,12.930501423492773,77.63305597605196,Ice Cream Shop
468,Whitefield,12.9327668,77.63564699999998,Banjara Melting Pot,12.93132796851605,77.63282031545333,Indian Restaurant
469,Whitefield,12.9327668,77.63564699999998,Bikaner Sweets Center,12.931906917994977,77.6371378358965,Snack Place
470,Whitefield,12.9327668,77.63564699999998,Cafe Thulp,12.928999018338589,77.63520752831894,Burger Joint
471,Whitefield,12.9327668,77.63564699999998,The Beer Cafe,12.93134019964985,77.6330272082121,Bar
472,Whitefield,12.9327668,77.63564699999998,Serafina Bangalore,12.932807761676468,77.6311862419505,Italian Restaurant
473,Whitefield,12.9327668,77.63564699999998,Cafe Terra,12.930026319709384,77.63313482112186,Café
474,Whitefield,12.9327668,77.63564699999998,Sri Vishnu Upahar,12.93014933884673,77.63367435611264,Indian Restaurant
475,Whitefield,12.9327668,77.63564699999998,Godrej Nature's Basket,12.93255960010073,77.6314679238028,Grocery Store
476,Whitefield,12.9327668,77.63564699999998,Sotally Tober,12.931949222482624,77.63209292127598,Gastropub
477,Whitefield,12.9327668,77.63564699999998,The Fat Fanny's Cafe,12.930471372121268,77.63303053993127,Café
478,Whitefield,12.9327668,77.63564699999998,Lazeez Restaurant,12.929580061114583,77.63405731765897,Indian Restaurant
479,Whitefield,12.9327668,77.63564699999998,Bhukkad,12.930327318416849,77.63299547116678,Fast Food Restaurant
480,Whitefield,12.9327668,77.63564699999998,Costa Coffee,12.932490004726679,77.63161819196716,Café
481,Whitefield,12.9327668,77.63564699999998,Nilgiri's,12.930946485691315,77.63287474594573,Department Store
482,Whitefield,12.9327668,77.63564699999998,Biryani Pundits,12.931611069258265,77.63334675033762,Indian Restaurant
483,Sarjapur  Road,12.9592694,77.5093895,Swathi Restaurant,12.960838553522096,77.50771586344938,Indian Restaurant
484,Sarjapur  Road,12.9592694,77.5093895,Nammoora Thindi,12.960784840217332,77.51247321692753,Breakfast Spot
485,Sarjapur  Road,12.9592694,77.5093895,Cloud Cafe,12.961044,77.509285,Café
486,Sarjapur  Road,12.9592694,77.5093895,O2 Fitness Zone,12.957626520141293,77.51057138185084,Gym
487,Sarjapur  Road,12.9592694,77.5093895,Nandana Palace,12.961203,77.510662,Andhra Restaurant
488,Sarjapur  Road,12.9592694,77.5093895,M K Ahmed super market,12.960821827711793,77.50693137142387,Market
489,Sarjapur  Road,12.9592694,77.5093895,Nammane Upchara,12.961245577741485,77.51184255812471,South Indian Restaurant
490,Akshaya Nagar,13.0221416,77.6403368,The Local,13.021270241290132,77.64157406580796,Pub
491,Akshaya Nagar,13.0221416,77.6403368,Thran,13.02165736754006,77.64043772739201,Korean Restaurant
492,Akshaya Nagar,13.0221416,77.6403368,Truffles,13.022477859058784,77.63967135583688,Bakery
